incident,location,building,reported,occurred,comments,disposition,ucpdi#,start,end,in_jurisdiction,information,assist_other_agency,non_criminal,attempted,warrant,armed,aggravated,domestic,cpd_case_id,arrest,lat,lon
NA,1125 e. 55th st.,NA,2018-12-01T14:22:00Z,12/1/18 2:15 PM,Report documenting a phone conversation between merchant and customer,Closed,18-01194,2018-12-01T14:15:00Z,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.794878,-87.5985437
liquor law violation,1101 e. 56th st.,max palevsky rh,2018-12-02T00:28:00Z,12/2/18 12:28 AM,An underage individual became ill after consuming alcoholic beverages and was transported by CFD EMS to UCMED for evaluation and treatment,Referred,18-01195,2018-12-02T00:28:00Z,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7929725,-87.5999278
liquor law violation,university between 56th & 57th,NA,2018-12-02T01:31:00Z,12/2/18 1:31 AM,An underage individual became ill after consuming alcoholic beverages and was transported by CFD EMS to UCMED for evaluation and treatment,Referred,18-01196,2018-12-02T01:31:00Z,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.78996995,-87.59836015
liquor law violation,1101 e. 56th st.,max palevsky rh,2018-12-02T03:21:00Z,12/2/18 3:21 AM,An underage individual became ill after consuming alcoholic beverages and was transported by CFD EMS to UCMED for evaluation and treatment,Referred,18-01197,2018-12-02T03:21:00Z,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7929725,-87.5999278
battery,lake shore dr.,west between 50th & 51st,2018-12-02T19:38:00Z,12/2/18 7:15 PM,Two families residing in the apartment building became involved in a dispute that turned physical / Knives were displayed and three people involved in the dispute were stabbed / All victims taken to hospitals by CFD EMS for treatment / CPD case JB537602,CPD Involved,18-01198,2018-12-02T19:15:00Z,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,JB537602,FALSE,41.8033479,-87.5816686
robbery,5474 s. ridgewood ct.,public way,2018-12-03T12:15:00Z,12/3/18 12:10 PM,"Two unknown suspects, one implying a weapon - no weapon seen - took two iPhones and a laptop from two people walking on the sidewalk off campus before fleeing on foot / CPD case JB538383",CPD Involved,18-01199,2018-12-03T12:10:00Z,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,JB538383,FALSE,41.7958777,-87.592893
lost property,unknown,NA,2018-12-03T15:59:00Z,11/30/18 to 12/3/18 12:00 PM to 12:00 PM,Individual lost wallet / Last saw wallet while in Regenstein  on 11/30/18,Closed,18-01200,2018-11-30T12:00:00Z,2018-12-03T12:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.8781136,-87.6297982
assault,1524 e. 61st st.,public way,2018-12-03T15:51:00Z,12/3/18 3:45 PM,A known individual fired a handgun in the direction of victim standing on the sidewalk off campus / No injuries or property damage reported / Suspect fled before police arrived / CPD case,CPD Involved,18-01201,2018-12-03T15:45:00Z,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,41.7838917,-87.5884472
theft,5735 s. ellis,searle lab,2018-12-04T12:22:00Z,12/3/18 12:00 PM to 2:30 PM,"Wallet, keys, and gloves taken from pocket of unattended, unsecured jacket left in unlocked room",Open,18-01202,2018-12-03T12:00:00Z,2018-12-03T14:30:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7904924,-87.6009819
theft,5747 s. ellis,jones lab,2018-12-04T12:46:00Z,12/3/18 12:00 PM to 2:30 PM,Headphones taken from desk drawer in unsecured office,Open,18-01203,2018-12-03T12:00:00Z,2018-12-03T14:30:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7901516,-87.6010282
theft,5811 s. ellis,cobb hall bike rack,2018-12-04T19:23:00Z,12/4/18 10:40 AM to 6:30 PM,Secured bicycle taken from bike rack,Open,18-01204,2018-12-04T10:40:00Z,2018-12-04T18:30:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7889661,-87.6009319
battery,1518 e. 53rd st.,NA,2018-12-05T09:14:00Z,12/5/18 9:10 AM,"During the course of an argument, one employee struck another and fled before arrival of police / CPD case JB540845",CPD Involved,18-01205,2018-12-05T09:10:00Z,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,JB540845,FALSE,41.79966,-87.5883252
theft,860 e. 59th st.,goldblatt,2018-12-05T14:49:00Z,12/3/18 to 12/5/18 1:00 PM to 1:00 PM,Two TV monitors taken from secured room,Open,18-01206,2018-12-03T13:00:00Z,2018-12-05T13:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7881592,-87.603645
medical call,1414 e. 59th st.,i-house,2018-12-05T23:15:00Z,12/5/18 11:15 PM,Sick person transported to UCMED by CFD EMS for evaluation and treatment,Closed,18-01207,2018-12-05T23:15:00Z,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7882466,-87.5909896
injured person,6300 s. university,woodlawn charter school,2018-12-06T14:47:00Z,12/6/18 2:40 PM,Student slipped and fell in hallway striking head on the floor / Parents declined offer of medical assistance and will follow up themselves,Closed,18-01208,2018-12-06T14:40:00Z,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7804242,-87.5972999
NA,5835 s. kimbark,lab school,2018-12-06T15:19:00Z,12/6/15 1:15 PM,Inappropriate photo distributed to several students,Open,18-01209,2015-12-06T13:15:00Z,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7886094,-87.5937921
medical call,1009 e. 57th st.,snell-hitchcock rh,2018-12-06T22:31:00Z,12/6/18 10:31 PM,Sick person transported to UCMED for evaluation and treatment,Closed,18-01210,2018-12-06T22:31:00Z,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7910784,-87.6005453
vehicular hijacking,4800 s. woodlawn,NA,2018-12-07T15:25:00Z,12/7/18 3:10 PM,"A passenger in a car displayed a handgun, forced the driver and another passenger from the car after taking their property and fled in the vehicle / CPD case JB543974",CPD Involved,18-01211,2018-12-07T15:10:00Z,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,JB543974,FALSE,41.8078057,-87.5968109
NA,1116 e. 59th st.,harper library,2018-12-07T18:10:00Z,11/30/18 to 12/7/18 4:00 PM to 12:00 PM,Information regarding a disturbing letter,Closed,18-01212,2018-11-30T16:00:00Z,2018-12-07T12:00:00Z,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7879664,-87.5995364
theft,1100 e. 57th st.,regenstein library,2018-12-07T20:27:00Z,12/7/18 6:55 PM to 7:45 PM,"Unattended, unsecured wallet taken from desktop on 4th floor",Open,18-01213,2018-12-07T18:55:00Z,2018-12-07T19:45:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.792279,-87.599954
traffic accident,5600 s. university,NA,2018-12-08T17:37:00Z,12/8/18 5:15 PM,Pedestrian in crosswalk struck on right side by hit and run vehicle / Transported to UCMED for evaluation / 2018-MVA00276,Open,18-01214,2018-12-08T17:15:00Z,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7932285,-87.5981301
disturbance,4900 s. lake shore dr.,NA,2018-12-08T20:38:00Z,12/8/18 8:38 PM,Two individuals involved in an altercation on the street off campus / Peace restored,Closed,18-01215,2018-12-08T20:38:00Z,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.8053979,-87.5851113
medical call,ridgewood ct. between 54th & 55th,NA,2018-12-08T00:38:00Z,12/8/18 12:38 AM,Sick person transported to UCMED for evaluation and treatment,Closed,18-01216,2018-12-08T00:38:00Z,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.79686625,-87.59256185
theft,929 e. 57th st.,gordon center,2018-12-10T14:15:00Z,12/10/18 2:05 PM to 2:10 PM,Unsecured wallet taken from desk top in unlocked office,Open,18-01217,2018-12-10T14:05:00Z,2018-12-10T14:10:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7911305,-87.6027488
found property,5522 s. harper,public way,2018-12-08T16:29:00Z,12/8/18 4:29 PM,Individual found a wallet on the public way and turned it over to UCPD for safekeeping,Closed,18-01218,2018-12-08T16:29:00Z,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7944262,-87.5887963
theft,5700 s. maryland,ccd driveway,2018-12-10T23:38:00Z,12/10/18 11:20 PM,"Motorist left car unattended with motor running / Unknown suspect entered car and drove off / Car later located by CPD, unattended and parked outside of UCPD patrol area / Returned to owner",Open,18-01219,2018-12-10T23:20:00Z,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7912122,-87.6050541
found property,929 e. 57th st.,NA,2018-12-11T08:26:00Z,12/11/18 8:26 AM,Individual found a wallet and turned it over to UCPD / Property returned to owner,Closed,18-01220,2018-12-11T08:26:00Z,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7911305,-87.6027488
NA,1119 e. 46th st.,nko charter school,2018-12-11T08:04:00Z,12/3/18 to 12/11/18 12:00 PM to 8:00 AM,Report documenting ongoing situation at the school,Closed,18-01221,2018-12-03T12:00:00Z,2018-12-11T08:00:00Z,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.8110793,-87.5986539
found property,5555 s. ellis,parking lot,2018-12-11T15:50:00Z,12/11/18 3:30 PM,Individual found a silver metal ring in the parking lot / Turned over to UCPD for safekeeping,Closed,18-01222,2018-12-11T15:30:00Z,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7934028,-87.6008594
deceptive practice,5812 s. ellis,citi bank,2018-12-12T22:54:00Z,11/23/18 to 12/12/18 5:445 PM to 6:20 PM,Information regarding fraudulent activity,Open,18-01223,2018-11-23T00:00:00Z,2018-12-12T18:20:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7891768,-87.6019508
theft,950 e. 59th st.,billings hospital,2018-12-13T12:43:00Z,12/13/18  9:00 AM to 9:15 AM,"Wallet taken from unattended, unsecured purse left in unlocked office / Subsequent unauthorized use of credit card reported",Open,18-01224,2018-12-13T09:00:00Z,2018-12-13T09:15:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7878636,-87.6021173
theft,5807 s. woodlawn,booth,2018-12-13T14:12:00Z,12/7/18 to 12/10/18 3:00 PM to 8:00 AM,Envelope containing credit card taken from desktop in secured office,Open,18-01225,2018-12-07T15:00:00Z,2018-12-10T08:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7891387,-87.5954555
theft,1379 e. 55th pl.,public way,2018-12-13T14:55:00Z,12/13/18 2:45 PM,Unknown suspect snatched cell phone from the hand of a person standing at a bus stop off campus / CPD case,CPD Involved,18-01226,2018-12-13T14:45:00Z,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7946331,-87.5919021
robbery,1229 e. 54th st.,public way,2018-12-13T16:04:00Z,12/13/18 4:00 PM,Three unknown suspects forcibly took a cell phone and wallet from an individual walking on the sidewalk off campus / CPD case JB551875,CPD Involved,18-01227,2018-12-13T16:00:00Z,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,JB551875,FALSE,41.7979585,-87.59549
battery,6300 s. university,woodlawn charter school,2018-12-14T15:13:00Z,12/13/18 4:40 PM,Suspect physically assaulted victim in the hallway / Known  suspect not on scene after police were notified of the incident / Suspect taken into custody by UCPD on 12/17/18,Arrest,18-01228,2018-12-13T16:40:00Z,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,41.7804242,-87.5972999
lost property,5700 s. university to 1362 e. 59th st.,NA,2018-12-14T16:03:00Z,12/14/18 9:15 AM to 3:40 PM,Individual reported losing wallet,Closed,18-01229,2018-12-14T09:15:00Z,2018-12-14T15:40:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.78971725,-87.5960071
theft,1050 e. 59th st.,wieboldt,2018-12-14T16:00:00Z,12/14/18 3:45 PM to 4:00 PM,Unattended laptop taken from desk in unsecured office,Open,18-01230,2018-12-14T15:45:00Z,2018-12-14T16:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.788697,-87.6006031
theft,1101 e. 57th st.,zoology,2018-12-14T16:18:00Z,12/14/18  3:30 PM to 4:00 PM,Unattended laptop taken from desk in unsecured office,Open,18-01231,2018-12-14T15:30:00Z,2018-12-14T16:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7919195,-87.6017311
robbery,1354 e. 55th st.,bank,2018-12-14T17:06:00Z,12/14/18 5:00 PM,Unknown suspect implied a weapon - no weapon seen - and forced employee of off campus bank to hand over cash / Suspect fled on foot / CPD case JB553404,CPD Involved,18-01232,2018-12-14T17:00:00Z,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,JB553404,FALSE,41.7953893,-87.592824
battery,5700 s. maryland,ccd,2018-12-14T23:58:00Z,12/14/18 11:55 PM,Suspect struck victim during an altercation / Suspect detained by UCM Public Safety and arrested by UCPD,Arrest,18-01233,2018-12-14T23:55:00Z,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,41.7912122,-87.6050541
liquor law violation,5630 s. university,max palevsky rh,2018-12-15T02:31:00Z,12/15/18 2:31 AM,Underage individual became ill after consuming alcoholic beverages / Declined medical attention,Referred,18-01234,2018-12-15T02:31:00Z,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7927938,-87.5984305
vehicular hijacking,50th st. between greenwood & woodlawn,garage,2018-12-15T19:59:00Z,12/15/18 7:30 PM,"Three unknown suspects, one armed with a handgun, took victim's car / UCPD officers found victim's unoccupied vehicle abandoned and parked near 49th & Greenwood / CPD case JB554952",CPD Involved,18-01235,2018-12-15T19:30:00Z,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,JB554952,FALSE,41.8041557,-87.59795505
NA,57th dr. & everett,NA,2018-12-15T23:47:00Z,12/15/18 11:47 PM,UCPD officers detained 5 suspects in a vehicle that were wanted by CPD for an armed robbery that occurred outside of UCPD area near 22nd St. and Michigan Av. / Suspects turned over to and arrested by CPD / CPD case JB550049,CPD Involved,18-01236,2018-12-15T23:47:00Z,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,JB550049,FALSE,41.7926738,-87.5820479
NA,57th st. at greenwood,public way,2018-12-17T10:41:00Z,11/4/18 3:00 PM,An individual reported an unknown motorist yelled at her making inappropriate remarks as she crossed the street,Closed,18-01237,2018-11-04T15:00:00Z,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7928946,-87.5877486
theft,5823 s. kenwood,sunny gym,2018-12-17T12:05:00Z,11/2/18 4:00 PM to 5:00 PM,Apple ear buds taken from unsecured locker in gym,Open,18-01238,2018-11-02T16:00:00Z,2018-11-02T17:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7886421,-87.5927603
theft,5823 s. kenwood,sunny gym,2018-12-17T12:05:00Z,11/27/18 4:00 PM to 5:00 PM,Apple ear buds taken from unsecured locker in gym,Open,18-01239,2018-11-27T16:00:00Z,2018-11-27T17:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7886421,-87.5927603
theft,950 e. 59th st.,billings hospital,2018-12-17T15:23:00Z,12/17/18 9:00 AM to 12:25 PM,Wallet taken from unattended book bag in unsecured office,Open,18-01240,2018-12-17T09:00:00Z,2018-12-17T12:25:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7878636,-87.6021173
assault,5500 s. university,campus north rh,2018-12-17T14:38:00Z,11/29/18  time unknown,"DSS was notified by a Campus Security Authority that an undisclosed victim reported that she was fondled by an acquaintance in the residence hall / Due to confidentiality of reporting, limited information is available regarding this incident",No Investigation Referred to Title IX Coordinator,CSA Report    18-052,2018-11-29T00:00:00Z,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7946083,-87.5983715
theft,5823 s. kenwood,sunny gym,2018-12-17T12:05:00Z,12/6/18 11:35 AM to 12:15 PM,Apple ear buds taken from unsecured backpack left on top of a locker in gym,Open,18-01241,2018-12-06T11:35:00Z,2018-12-06T12:15:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7886421,-87.5927603
burglary,5104 s. lake park,retail establishment,2018-12-18T03:11:00Z,12/18/18 3:00 AM,Unknown suspects gained unlawful entry to off campus business and took several boxes of merchandise / CPD case JB557867,CPD Involved,18-01242,2018-12-18T03:00:00Z,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,JB557867,FALSE,41.8021603,-87.5880452
theft,5840 s. maryland,parking structure,2018-12-18T14:35:00Z,12/18/18 10:00 AM to 2:30 PM,Unknown person(s) broke window of car parked on the 5th level and took electronics from the vehicle,Open,18-01243,2018-12-18T10:00:00Z,2018-12-18T14:30:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7888793,-87.6049986
theft,1131 e. 57th st.,hutchinson commons,2018-12-19T11:17:00Z,12/5/18 6:25 PM,Two unknown subjects were observed taking food and leaving without paying,Open,18-01244,2018-12-05T18:25:00Z,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.791237,-87.5982604
trespassing,5751 s. woodlawn,mcgiffert,2018-12-19T12:54:00Z,12/19/18 12:54 PM,An unauthorized individual disregarded previous warnings both oral and written to not enter University property / Subject arrested by UCPD officer,Arrest,18-01245,2018-12-19T12:54:00Z,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,41.7901453,-87.5960587
medical call,1115 e. 55th st.,NA,2018-12-19T18:28:00Z,12/19/18 6:28 PM,Sick person transported to UCMED by CFD EMS for evaluation and treatment,Closed,18-01246,2018-12-19T18:28:00Z,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7948776,-87.5990342
robbery,56th st. between blackstone & harper,rear parking lot,2018-12-19T21:57:00Z,12/19/18 9:50 PM,"Two unknown subjects pushed victim to the ground, took victim's purse and fled to a waiting vehicle that drove off / CPD case JB560462",CPD Involved,18-01247,2018-12-19T21:50:00Z,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,JB560462,FALSE,41.7933325,-87.5896493
assault,6300 s. university,woodlawn charter school,2018-12-20T11:18:00Z,12/19/18 3:25 PM,A student attempted to strike a security officer / Officer declined prosecution / Referred to school administration,Referred,18-01248,2018-12-19T15:25:00Z,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7804242,-87.5972999
robbery,1345 e. 50th st.,public way,2018-12-21T20:00:00Z,12/21/18 8:00 PM,Victim walking on the sidewalk off campus was pushed to the ground by two unknown suspects who took a purse and fled to a waiting vehicle / CPD case JB563046,CPD Involved,18-01249,2018-12-21T20:00:00Z,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,JB563046,FALSE,41.804068,-87.593283
driving under the influence,1701 e. 55th st.,NA,2018-12-22T03:04:00Z,12/22/18 3:04 AM,UCPD officer arrested a motorist for DUI,Arrest,18-01250,2018-12-22T03:04:00Z,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,41.7951356,-87.5837743
robbery,5343 s. cornell,public way,2018-12-22T22:09:00Z,12/22/18 10:05 PM,Three unknown suspects demanded  and took property from a victim walking on the sidewalk off campus / CPD case JB564462,CPD Involved,18-01251,2018-12-22T22:05:00Z,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,JB564462,FALSE,41.798286,-87.585056
robbery,5100 s. woodlawn,NA,2018-12-22T22:16:00Z,12/22/18 10:10 PM,"An unknown suspect, armed with a handgun, entered victim's vehicle while stopped at a traffic signal / Suspect announced a robbery / Victim struggled with suspect who fled the vehicle without taking property / CPD case JB564448",CPD Involved,18-01252,2018-12-22T22:10:00Z,NA,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,JB564448,FALSE,41.802122,-87.59699
assault,810 e. hyde park,public way,2018-12-23T02:57:00Z,12/23/18 2:57 AM,"Unknown suspect, armed with a firearm, fired several shots in the direction of victim walking on the street off campus / Victim was not injured; however, a vehicle was damaged by gunfire / CPD case JB564618",CPD Involved,18-01253,2018-12-23T02:57:00Z,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,JB564618,FALSE,41.8026246,-87.605874
NA,cornell between 54th & 55th,NA,2018-12-23T11:49:00Z,12/23/18 11:40 AM,UCPD officers assisted CPD with a domestic situation / Subject transported to UCMED for mental evaluation / CPD case JB564942,CPD Involved,18-01254,2018-12-23T11:40:00Z,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,JB564942,FALSE,41.79664175,-87.58545175
driving under the influence,5734 s. ellis,NA,2018-12-24T02:30:00Z,12/24/18 2:30 AM,UCPD officer arrested a motorist for DUI,Arrest,18-01255,2018-12-24T02:30:00Z,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,41.7902933,-87.6016511
robbery,1525 e. 53rd st.,NA,2018-12-24T12:31:00Z,12/24/18 12:21 PM,An unknown suspect handed a bank teller a note implying he had a weapon (no weapon displayed) and to hand over cash / The teller complied and the suspect fled the bank / CPD case JB566000,CPD Involved,18-01256,2018-12-24T12:21:00Z,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,JB566000,FALSE,41.7993598,-87.5881897
NA,1439 e. 49th st.,public way,2018-12-24T21:31:00Z,12/24/18 9:31 PM,"UCPD officer arrested a subject wanted on a warrant from Darien, IL PD",Arrest,18-01257,2018-12-24T21:31:00Z,NA,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,TRUE,41.8060543,-87.5905094
